DATE,DEXBZUS
2005-01-28,2.6688000000000000
2005-02-04,2.6076400000000000
2005-02-11,2.6115000000000000
2005-02-18,2.5751600000000000
2005-02-25,2.6003000000000000
2005-03-04,2.6342400000000000
2005-03-11,2.6983000000000000
2005-03-18,2.7432000000000000
2005-03-25,2.7311000000000000
2005-04-01,2.6895800000000000
2005-04-08,2.6140200000000000
2005-04-15,2.5773600000000000
2005-04-22,2.5690800000000000
2005-04-29,2.5275000000000000
2005-05-06,2.4857000000000000
2005-05-13,2.4662000000000000
2005-05-20,2.4632000000000000
2005-05-27,2.4152800000000000
2005-06-03,2.4194250000000000
2005-06-10,2.4655000000000000
2005-06-17,2.4331200000000000
2005-06-24,2.3820000000000000
2005-07-01,2.3609600000000000
2005-07-08,2.3759250000000000
2005-07-15,2.3403400000000000
2005-07-22,2.3506600000000000
2005-07-29,2.4196000000000000
2005-08-05,2.3265400000000000
2005-08-12,2.3200000000000000
2005-08-19,2.3714000000000000
2005-08-26,2.4116400000000000
2005-09-02,2.3716000000000000
2005-09-09,2.3232000000000000
2005-09-16,2.3151200000000000
2005-09-23,2.2851200000000000
2005-09-30,2.2388000000000000
2005-10-07,2.2541000000000000
2005-10-14,2.2441250000000000
2005-10-21,2.2466600000000000
2005-10-28,2.2686200000000000
2005-11-04,2.2364600000000000
2005-11-11,2.1854000000000000
2005-11-18,2.2028800000000000
2005-11-25,2.2328500000000000
2005-12-02,2.2017600000000000
2005-12-09,2.2010000000000000
2005-12-16,2.2863600000000000
2005-12-23,2.3341600000000000
2005-12-30,2.3444250000000000
2006-01-06,2.3006250000000000
2006-01-13,2.2630400000000000
2006-01-20,2.3066250000000000
2006-01-27,2.2341800000000000
2006-02-03,2.2154600000000000
2006-02-10,2.1806000000000000
2006-02-17,2.1303800000000000
2006-02-24,2.1334500000000000
2006-03-03,2.1245200000000000
2006-03-10,2.1585000000000000
2006-03-17,2.1208800000000000
2006-03-24,2.1512000000000000
2006-03-31,2.2009600000000000
2006-04-07,2.1353000000000000
2006-04-14,2.1424600000000000
2006-04-21,2.1250600000000000
2006-04-28,2.1095800000000000
2006-05-05,2.0666800000000000
2006-05-12,2.0805000000000000
2006-05-19,2.1808200000000000
2006-05-26,2.2954600000000000
2006-06-02,2.2927250000000000
2006-06-09,2.2660000000000000
2006-06-16,2.2698000000000000
2006-06-23,2.2391200000000000
2006-06-30,2.2109400000000000
2006-07-07,2.1750750000000000
